iter	Logloss
267	0.003030279054
268	0.003020069782
269	0.003009316346
270	0.002995650837
271	0.002959843289
272	0.002950667225
273	0.002940832875
274	0.002920249528
275	0.002911277849
276	0.00289681755
277	0.002883605942
278	0.002873353019
279	0.002848629437
280	0.002837007595
281	0.002826593568
282	0.002783266864
283	0.002771544586
284	0.002755081866
285	0.002744400751
286	0.002736854405
287	0.002730438374
288	0.002720903111
289	0.002713781628
290	0.002707431814
291	0.002694847049
292	0.002678621268
293	0.002659889596
294	0.002638538278
295	0.002629506116
296	0.002615880559
297	0.002604575375
298	0.002595708387
299	0.002584307577
300	0.002558346586
301	0.002519198404
302	0.002511634856
303	0.002503959591
304	0.002473471237
305	0.002457913176
306	0.002445751424
307	0.00244574791
308	0.002409758912
309	0.002387286527
310	0.002374406745
311	0.002369108082
312	0.002333692657
313	0.002324231934
314	0.00230712702
315	0.002294831354
316	0.002283681909
317	0.00227535816
318	0.002266645801
319	0.002252259118
320	0.002244765487
321	0.002236041845
322	0.002227438985
323	0.002222827648
324	0.002211437196
325	0.002211436456
326	0.002201612649
327	0.00219277285
328	0.002169077668
329	0.002161756609
330	0.002143486606
331	0.002133521856
332	0.002115758285
333	0.002105559555
334	0.002100847228
335	0.002096118994
336	0.00208984742
337	0.002080009925
338	0.002071361009
339	0.002060615711
340	0.002053069735
341	0.002045618646
342	0.00204562216
343	0.002040058814
344	0.002030989475
345	0.002025714487
346	0.002018046065
347	0.002018037741
348	0.001997452359
349	0.001997440892
350	0.001974729349
351	0.001965700517
352	0.001958753084
353	0.001952759511
354	0.001933264677
355	0.001926997357
356	0.001920451482
357	0.001913867504
358	0.001913843828
359	0.001905313104
360	0.001897505774
361	0.001889803319
362	0.001869839601
363	0.001862338571
364	0.001858434906
365	0.001850090811
366	0.001844251128
367	0.001837972341
368	0.001815643118
369	0.001803046331
370	0.00179703981
371	0.00179703981
372	0.001796962125
373	0.001796953247
374	0.00179031452
375	0.00179031452
376	0.001774686912
377	0.001750342507
378	0.001743861739
379	0.001738778004
380	0.001731380554
381	0.00172603602
382	0.001717529711
383	0.001717524532
384	0.001711382248
385	0.00170526179
386	0.00170525957
387	0.001698518743
388	0.001691867253
389	0.001687771225
390	0.001687766046
391	0.00168777289
392	0.001680259098
393	0.001674188765
394	0.001674171933
395	0.001663947494
396	0.001658246349
397	0.001640736363
398	0.001634843041
399	0.001614965701
400	0.001614961077
401	0.001608408727
402	0.001608417606
403	0.001608406693
404	0.001605870282
405	0.001605868062
406	0.001584567979
407	0.001584530432
408	0.001578383153
409	0.001573361751
410	0.001573361751
411	0.001559355538
412	0.001559355538
413	0.001552545349
414	0.001552544794
415	0.001543367159
416	0.00153121484
417	0.001531219002
418	0.001525849312
419	0.001525841636
420	0.001520175172
421	0.001514776443
422	0.001509030814
423	0.001509043114
424	0.001503919242
425	0.001503916097
426	0.001500123781
427	0.001494540643
428	0.001489963062
429	0.001489964264
430	0.001489942716
431	0.001480873284
432	0.001470901043
433	0.001458352531
434	0.001453335661
435	0.001451949726
436	0.001451953425
437	0.001451944177
438	0.001451947968
439	0.001446491808
440	0.001446477011
441	0.001446479138
442	0.001446479138
443	0.001446479138
444	0.001441505087
445	0.001441503607
446	0.001430726958
447	0.001430727698
448	0.001430727698
449	0.001430727698
450	0.001430726773
451	0.001418602568
452	0.001418603401
453	0.001418602568
454	0.001403521345
455	0.001403509045
456	0.001403509045
457	0.001403509045
458	0.001403519588
459	0.001403504883
460	0.001403497484
461	0.001403515056
462	0.001399002859
463	0.001399002859
464	0.001399002859
465	0.001398993426
466	0.001398969011
467	0.001398969011
468	0.001398960133
469	0.001398969011
470	0.001398967254
471	0.001398958098
472	0.001398959023
473	0.001398954584
474	0.00139894663
475	0.001398956064
476	0.001398956064
477	0.001396411791
478	0.001396404485
479	0.001396403191
480	0.001392031012
481	0.001381351561
482	0.001381347307
483	0.001381339169
484	0.001381321505
485	0.001381317528
486	0.001381309574
487	0.001381305505
488	0.001376551746
489	0.001376555075
490	0.001376555075
491	0.001371516841
492	0.00137152128
493	0.00137152128
494	0.001371514067
495	0.001371514067
496	0.001371514067
497	0.001361192429
498	0.001361192429
499	0.001361193169
500	0.001361185863
501	0.001361180869
502	0.001361170511
503	0.00136117532
504	0.001361171065
505	0.00136115784
506	0.00136115784
507	0.001361138327
508	0.001361134997
509	0.001361140546
510	0.001361126674
511	0.00136111983
512	0.001361101981
513	0.001361101981
514	0.00136109634
515	0.001361099762
516	0.001361099762
517	0.001361099762
518	0.001361099762
519	0.001361090514
520	0.001361058885
521	0.001361061382
522	0.001361061382
523	0.001361056203
524	0.001361051116
525	0.001361055463
526	0.001361052411
527	0.00136104418
528	0.001361028736
529	0.001361020412
530	0.001361016066
531	0.001361011349
532	0.001361011349
533	0.001361025961
534	0.001361025961
535	0.001361014123
536	0.001361025314
537	0.001361013384
538	0.001361009962
539	0.001361007372
540	0.001360991373
541	0.001360990171
542	0.001360996459
543	0.001360989986
544	0.001360989986
545	0.001360985916
546	0.001360985916
547	0.001360988783
548	0.001360980553
549	0.001360984992
550	0.001360967513
551	0.001360967513
552	0.001360967513
553	0.001360967513
554	0.001360962056
555	0.001360969917
556	0.001360970195
557	0.001355895708
558	0.001355895708
559	0.001355898944
560	0.001355897187
561	0.001355897927
562	0.001355897927
563	0.001355880541
564	0.0013558835
565	0.001355873512
566	0.001355866483
567	0.0013558589
568	0.001355837444
569	0.001355835779
570	0.001355823942
571	0.001355824126
572	0.001355820335
573	0.001355815433
574	0.001355815433
575	0.001355815433
576	0.001355810717
577	0.001355802023
578	0.001355789908
579	0.001355785099
580	0.001355785099
581	0.001355774371
582	0.00135575532
583	0.0013557568
584	0.001355752638
585	0.001355741078
586	0.001355735251
587	0.001355735251
588	0.001355726835
589	0.00135571472
590	0.001355713518
591	0.001355691877
592	0.001355684479
593	0.001355672086
594	0.001355660988
595	0.001355658399
596	0.001355645636
597	0.001355645636
598	0.00135562418
599	0.001355630469
600	0.001355614655
601	0.001355607904
602	0.00135560254
603	0.001355582564
604	0.001355582564
605	0.001355589777
606	0.001355581084
607	0.001355579234
608	0.001355564252
609	0.001355571928
610	0.001355555096
611	0.001355548993
612	0.001355549825
613	0.001355533918
614	0.001355531513
615	0.001355520971
616	0.001355519028
617	0.001355519028
618	0.001355519028
619	0.001355515699
620	0.00135549822
621	0.001355478891
622	0.001355478706
623	0.001355478706
624	0.00135547399
625	0.001355472325
626	0.001355472325
627	0.001355469643
628	0.001355436997
629	0.001355436997
630	0.001355439586
631	0.00135543228
632	0.00135543228
633	0.00135543228
634	0.001355414154
635	0.001355416836
636	0.001355416836
637	0.001355416836
638	0.001355412674
639	0.001355400282
640	0.001355399079
641	0.001355395842
642	0.001355401576
643	0.001355379658
644	0.001355379658
645	0.001355373739
646	0.001355368098
647	0.001355383172
648	0.001355383172
649	0.00135536893
650	0.00135536893
651	0.001355362641
652	0.001355362641
653	0.001355342295
654	0.001355327591
655	0.001355326851
656	0.001355318897
657	0.00135529402
658	0.001355283199
659	0.001355272101
660	0.00135525601
661	0.001355239825
662	0.001355239825
663	0.001355236033
664	0.001355238161
665	0.001355238161
666	0.001355223733
667	0.001355220589
668	0.00135521763
669	0.001355196914
670	0.00135520274
671	0.001355186001
672	0.001355178325
673	0.001355174256
674	0.001355174256
675	0.001355165192
676	0.001355161955
677	0.001355157886
678	0.001355143274
679	0.001355124685
680	0.001355135321
681	0.001355109981
682	0.001355116269
683	0.001355116269
684	0.001355097958
685	0.001355100732
686	0.001355100732
687	0.001355089819
688	0.001355070768
689	0.001355068549
690	0.001355058191
691	0.001355046538
692	0.001355039047
693	0.001355037475
694	0.001355032203
695	0.001355022123
696	0.001355012689
697	0.001355005476
698	0.001354992806
699	0.001354992806
700	0.001354984113
701	0.001354978286
702	0.001354969038
703	0.001354949617
704	0.001354949617
705	0.001354952021
706	0.001354946657
707	0.001354947582
708	0.001354944438
709	0.001354921502
710	0.001354928346
711	0.001354919745
712	0.001354919745
713	0.001354906428
714	0.00135490652
715	0.001354900879
716	0.001354892093
717	0.001354902266
718	0.001354872024
719	0.001354865458
720	0.00135486703
721	0.001354852233
722	0.00135485436
723	0.001354856025
724	0.001354837066
725	0.001354842153
726	0.00135481783
727	0.001354790733
728	0.00135477834
729	0.001354780097
730	0.001354763635
731	0.001354759104
732	0.001354745047
733	0.001354743567
734	0.001354744492
735	0.001354739035
736	0.001354738665
737	0.001354742087
738	0.001354735243
739	0.001354726088
740	0.001354731544
741	0.001354711013
742	0.001354716932
743	0.001354714158
744	0.001354701303
745	0.001354707684
746	0.001354703985
747	0.001354706574
748	0.001354694644
749	0.001354687893
750	0.001354671246
751	0.001354677072
752	0.001354671153
753	0.00135466209
754	0.00135466209
755	0.001354665142
756	0.001354652935
757	0.001354642669
758	0.001354625005
759	0.001354594208
760	0.001354582001
761	0.001354570903
762	0.001354569331
763	0.001354553146
764	0.001354545748
765	0.001354549725
766	0.001354547228
767	0.00135454806
768	0.001354537425
769	0.001354538349
770	0.001354528361
771	0.001354518096
772	0.001354509495
773	0.001354499784
774	0.001354500524
775	0.00135449479
776	0.00135448175
777	0.001354472225
778	0.001354482675
779	0.001354472687
780	0.001354459647
781	0.001354458722
782	0.001354426909
783	0.001354407302
784	0.001354413499
785	0.001354401014
786	0.001354382147
787	0.001354386309
788	0.001354362541
789	0.001354352183
790	0.001354342657
791	0.001354335166
792	0.001354329063
793	0.00135431556
794	0.001354307699
795	0.001354305202
796	0.001354307699
797	0.001354301318
798	0.001354312231
799	0.001354307977
800	0.001354296509
801	0.001354295954
802	0.001354297526
803	0.00135428874
804	0.001354284671
805	0.001354273666
806	0.001354280972
807	0.001354262291
808	0.001354267007
809	0.001354263123
810	0.001354255262
811	0.001354252765
812	0.00135424139
813	0.001354235656
814	0.001354229922
815	0.001354206246
816	0.001354217992
817	0.001354212443
818	0.00135420005
819	0.001354179982
820	0.001354181091
821	0.001354165092
822	0.001354150942
823	0.001354132816
824	0.001354138272
825	0.001354122273
826	0.001354106551
827	0.001354108955
828	0.001354109325
829	0.001354105164
830	0.001354102297
831	0.001354109048
832	0.001354090367
833	0.001354088609
834	0.001354090829
835	0.001354079916
836	0.001354082691
837	0.001354071685
838	0.001354081026
839	0.001354069003
840	0.001354072055
841	0.001354076957
842	0.001354064934
843	0.001354053836
844	0.001354057905
845	0.001354050322
846	0.001354043848
847	0.001354043016
848	0.00135404838
849	0.00135404542
850	0.001354043478
851	0.001354043478
852	0.001354038484
853	0.001354033398
854	0.001354035155
855	0.001354037837
856	0.001354028774
857	0.001354016473
858	0.001354014809
859	0.001354017768
860	0.001354018785
861	0.001354014254
862	0.001354012589
863	0.001354021652
864	0.001354006948
865	0.001354004636
866	0.001354014069
867	0.00135400852
868	0.001354011294
869	0.001354003896
870	0.001354004728
871	0.001354018508
872	0.001353998162
873	0.001354002231
874	0.001353994093
875	0.001353984845
876	0.001353994463
877	0.001353989839
878	0.001353983642
879	0.001353983735
880	0.001353983365
881	0.001353982625
882	0.00135396866
883	0.001353965793
884	0.001353966903
885	0.001353966718
886	0.001353962649
887	0.001353957377
888	0.00135395599
889	0.00135395821
890	0.001353963019
891	0.001353948777
892	0.001353949147
893	0.001353951551
894	0.00135394369
895	0.001353945262
896	0.001353943413
897	0.001353934812
898	0.001353937031
899	0.001353941378
900	0.001353928985
901	0.001353937771
902	0.001353939713
903	0.001353922789
904	0.001353928708
905	0.001353919367
906	0.00135392954
907	0.001353923991
908	0.001353920107
909	0.00135390605
910	0.001353902998
911	0.001353906975
912	0.001353907715
913	0.001353908547
914	0.001353901241
915	0.001353899576
916	0.001353902166
917	0.001353895877
918	0.00135389412
919	0.001353888663
920	0.001353887739
921	0.001353877935
922	0.001353878768
923	0.001353874051
924	0.001353870352
925	0.001353869427
926	0.001353866468
927	0.00135386804
928	0.001353858699
929	0.00135386878
930	0.001353872017
931	0.001353874699
932	0.001353849636
933	0.001353862583
934	0.001353848341
935	0.001353846122
936	0.001353841682
937	0.001353844827
938	0.001353833267
939	0.001353848989
940	0.001353832897
941	0.001353820227
942	0.001353826793
943	0.001353817082
944	0.0013538144
945	0.001353821336
946	0.001353813753
947	0.001353796736
948	0.001353808666
949	0.001353811071
950	0.001353809314
951	0.001353807279
952	0.001353786748
953	0.001353791927
954	0.001353782586
955	0.001353780829
956	0.001353789338
957	0.001353789153
958	0.001353778887
959	0.001353765015
960	0.001353768622
961	0.001353765847
962	0.001353770286
963	0.001353753362
964	0.001353757524
965	0.001353760576
966	0.001353752345
967	0.001353758079
968	0.00135375327
969	0.001353741617
970	0.001353742449
971	0.001353734958
972	0.001353731814
973	0.001353734496
974	0.001353734588
975	0.001353725155
976	0.001353714612
977	0.001353702959
978	0.001353704439
979	0.001353702775
980	0.001353693064
981	0.001353687792
982	0.001353691862
983	0.001353693156
984	0.001353686498
985	0.001353682059
986	0.001353681781
987	0.001353680579
988	0.001353681874
989	0.001353660788
990	0.001353660788
991	0.001353666522
992	0.001353656903
993	0.001353656164
994	0.001353661528
995	0.001353666522
996	0.001353651909
997	0.001353659863
998	0.001353656441
999	0.001353652834
